id,title,description,availability,availability date,expiration date,link,mobile link,image link,price,sale price,sale price effective date,identifier exists,gtin,mpn,brand,product highlight,product detail,additional image link,condition,adult,color,size,size type,size system,gender,material,pattern,age group,multipack,is bundle,unit pricing measure,unit pricing base measure,energy efficiency class,min energy efficiency class,min energy efficiency class,item group id,sell on google quantity
88fec73e-fbc6-48ae-a406-7ba203a077d3,Sableye (XY92),Pokémon single. Set: XYP. Card: XY92.,in_stock,,,https://legendary-collectibles.com/products/pokemon-sableye-xy92,https://legendary-collectibles.com/products/pokemon-sableye-xy92,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,18.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,XYP • #XY92,,new,,,,,,,,,,,false,,,,,,,1
eb6faf25-c62e-40f8-a87f-d13620aa459e,Dialga (XY77),Pokémon single. Set: XYP. Card: XY77.,in_stock,,,https://legendary-collectibles.com/products/pokemon-dialga-xy77,https://legendary-collectibles.com/products/pokemon-dialga-xy77,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,15.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,XYP • #XY77,,new,,,,,,,,,,,false,,,,,,,1
e9fa4703-ac4e-4080-bcdc-d7d859e5a482,Flareon (13/98),Pokémon single. Set: XY7. Card: 13/98.,in_stock,,,https://legendary-collectibles.com/products/pokemon-flareon-13-98,https://legendary-collectibles.com/products/pokemon-flareon-13-98,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,4.95 USD,,,false,,,Legendary Collectibles,Collector-quality single,XY7 • #13/98,,new,,,,,,,,,,,false,,,,,,,1
db220f44-9ab9-489a-8c23-0b39268d6e61,Gallade (84/162),Pokémon single. Set: XY8. Card: 84/162.,in_stock,,,https://legendary-collectibles.com/products/pokemon-gallade-84-162,https://legendary-collectibles.com/products/pokemon-gallade-84-162,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,1.45 USD,,,false,,,Legendary Collectibles,Collector-quality single,XY8 • #84/162,,new,,,,,,,,,,,false,,,,,,,1
b8a56676-1556-40c1-a5fd-cded9a2241f7,Accesscode Talker — Near Mint,"Type: Link Monster
A generic powerhouse finisher. This Near Mint Accesscode Talker is a Link-4 monster used to close out games with massive attack boosts and non-targetable destruction. The card is fresh, with no foil clouding or corner damage.",in_stock,,,https://legendary-collectibles.com/products/yugioh-accesscode-talker-near-mint,https://legendary-collectibles.com/products/yugioh-accesscode-talker-near-mint,https://legendary-collectibles.com/images/placeholder-yugioh.jpg,12.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Chase • Link Monster,,new,,,,,,,,,,,false,,,,,,,1
973cba0b-b736-4364-932b-9433337c47e4,Ash Blossom & Joyous Spring — Near Mint,"Type: Effect Monster (Tuner/Hand Trap)
One of the most defining cards of the modern era. This Near Mint Ash Blossom & Joyous Spring is crucial for stopping your opponent's search and draw effects. The card is in pristine condition, ready to be sleeved and played in a competitive tournament setting.",in_stock,,,https://legendary-collectibles.com/products/yugioh-ash-blossom-joyous-spring-near-mint,https://legendary-collectibles.com/products/yugioh-ash-blossom-joyous-spring-near-mint,https://legendary-collectibles.com/images/placeholder-yugioh.jpg,28.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Staple • Hand Trap,,new,,,,,,,,,,,false,,,,,,,1
aea56bee-8746-4885-8c0a-0c521279c6a6,Blue-Eyes White Dragon — Near Mint,"Type: Normal Monster
Seto Kaiba’s legendary engine of destruction. This Near Mint Blue-Eyes White Dragon is virtually flawless. A shining example of the most famous dragon in anime history, perfect for collectors demanding high quality.",in_stock,,,https://legendary-collectibles.com/products/yugioh-blue-eyes-white-dragon-near-mint,https://legendary-collectibles.com/products/yugioh-blue-eyes-white-dragon-near-mint,https://legendary-collectibles.com/images/placeholder-yugioh.jpg,12.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Classic • Blue-Eyes,,new,,,,,,,,,,,false,,,,,,,1
909c0c9a-53a0-4278-88a8-9b587608e1bc,Booster Box (Sealed),"The gold standard for TCG fans. This factory-sealed Booster Box contains 36 Draft Booster packs (or 30 Set Boosters, depending on the specific set). It is the ideal product for hosting a draft night with friends or cracking packs to hunt for rare and mythic rare cards. Guaranteed unmapped and tamper-free factory seal.",in_stock,,,https://legendary-collectibles.com/products/pokemon-booster-box-sealed,https://legendary-collectibles.com/products/pokemon-booster-box-sealed,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,269.99 USD,,,false,,,Legendary Collectibles,Factory sealed product,Sealed • Booster Box,,new,,,,,,,,,,,true,,,,,,,5
2dd6ab5b-d7a4-4603-b77a-be19d0794923,Charizard — Lightly Played,"Own the power of the Flame Pokémon without the premium price tag. This Charizard is in Lightly Played (LP) condition. It may show minor border wear, slight corner whitening, or very faint surface scratches, but the structural integrity of the card is sound. The artwork remains clear and striking. An excellent choice for a player looking to sleeve up a deck or a collector who appreciates the card over the condition.",in_stock,,,https://legendary-collectibles.com/products/pokemon-charizard-lightly-played,https://legendary-collectibles.com/products/pokemon-charizard-lightly-played,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,650.25 USD,,,false,,,Legendary Collectibles,Collector-quality single,Iconic • LP,,new,,,,,,,,,,,false,,,,,,,1
7380684c-a231-476c-95fd-4fc2737716f4,Counterspell — Near Mint,"Type: Instant
The original answer to everything. This Near Mint Counterspell is the definition of control. Clean edges and a perfect surface make this classic blue spell ready for your next control deck.",in_stock,,,https://legendary-collectibles.com/products/mtg-counterspell-near-mint,https://legendary-collectibles.com/products/mtg-counterspell-near-mint,https://legendary-collectibles.com/images/placeholder-mtg.jpg,5.75 USD,,,false,,,Legendary Collectibles,Collector-quality single,Staple • Control,,new,,,,,,,,,,,false,,,,,,,1
a2ca16c3-4ece-4d87-9420-339a7fa44675,Cyclonic Rift — Near Mint,"Type: Instant
The ultimate blue board wipe. This Near Mint Cyclonic Rift is a Commander powerhouse, capable of returning all non-land permanents you don't control to their owners' hands. The card is in pristine condition.",in_stock,,,https://legendary-collectibles.com/products/mtg-cyclonic-rift-near-mint,https://legendary-collectibles.com/products/mtg-cyclonic-rift-near-mint,https://legendary-collectibles.com/images/placeholder-mtg.jpg,33.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Commander • Staple,,new,,,,,,,,,,,false,,,,,,,1
3809d6d1-88fe-45fd-a5dd-9dd502d2123a,Dark Magician — Near Mint,"Type: Normal Monster
The ultimate wizard in terms of attack and defense. This Near Mint Dark Magician is Yugi Muto’s signature card. The card features sharp corners and no edge wear, making it a pristine copy for a ""Dark Magician"" deck or a nostalgia collection.",in_stock,,,https://legendary-collectibles.com/products/yugioh-dark-magician-near-mint,https://legendary-collectibles.com/products/yugioh-dark-magician-near-mint,https://legendary-collectibles.com/images/placeholder-yugioh.jpg,49.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Classic • Dark Magician,,new,,,,,,,,,,,false,,,,,,,1
66490917-428a-442a-9164-e238906dcf75,Deck Box (Standard Size),"Keep your battle-ready deck safe and organized with this Standard Size Deck Box. Constructed from durable, lightweight polypropylene, this box is designed to hold 60+ double-sleeved cards or 75+ single-sleeved cards. It features a secure, self-locking lid to prevent spills during transport. A must-have accessory for tournament players and casual collectors alike to protect their strategies between games.",in_stock,,,https://legendary-collectibles.com/products/pokemon-deck-box-standard-size,https://legendary-collectibles.com/products/pokemon-deck-box-standard-size,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,2.50 USD,,,false,,,Legendary Collectibles,Collector accessory,Accessories • Deck Box,,new,,,,,,,,,,,false,,,,,,,30
b2df8a62-6d7f-4112-8b2b-29c120574371,Dragonite — Near Mint,"The original pseudo-legendary Dragon. This Near Mint Dragonite features excellent coloring and sharp edges. Whether you are building a Dragon-type deck or collecting Generation 1 favorites, this card arrives looking fresh from the pack.",in_stock,,,https://legendary-collectibles.com/products/pokemon-dragonite-near-mint,https://legendary-collectibles.com/products/pokemon-dragonite-near-mint,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,14.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Classic • NM,,new,,,,,,,,,,,false,,,,,,,1
cfc22be7-dafe-4c63-a262-e9d9a9b61325,Eevee — Near Mint,"A crisp, clean copy of everyone’s favorite Normal-type. This Eevee is in Near Mint condition, showing minimal to no wear. Expect sharp corners, clean edges, and a scratch-free surface. Whether you are looking to evolve it into a Vaporeon, Sylveon, or Umbreon, or simply want to keep it in your binder, this card is in collector-quality condition.",in_stock,,,https://legendary-collectibles.com/products/pokemon-eevee-near-mint,https://legendary-collectibles.com/products/pokemon-eevee-near-mint,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,39.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Starter • NM,,new,,,,,,,,,,,false,,,,,,,1
0ef43d52-0f68-4bba-a193-2ce4441981c6,Eevee — PSA 10,"Grade: Gem Mint (PSA 10)
A flawless example of the Evolution Pokémon. This Eevee has been authenticated and graded by Professional Sports Authenticator (PSA) as a perfect 10 (Gem Mint). It features four sharp corners, perfect centering, and a surface free of print defects or wear. Encapsulated in a tamper-evident, sonically sealed case, this is an investment-grade piece for the serious collector who demands perfection.",in_stock,,,https://legendary-collectibles.com/products/pokemon-eevee-psa-10,https://legendary-collectibles.com/products/pokemon-eevee-psa-10,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,730.99 USD,,,false,,,Legendary Collectibles,PSA Grade 10.0 collectible,Graded • PSA 10,,new,,,,,,,,,,,false,,,,,,,1
eef252bc-0c01-4c62-9ea7-811c62701c50,Elite Trainer Box (Sealed),"The ultimate bundle for the Pokémon trainer. This factory-sealed Elite Trainer Box (ETB) includes 8 to 10 Booster Packs (depending on the set), 65 card sleeves featuring set-themed art, energy cards, dice, damage counters, and a collector’s box with dividers. It is the perfect entry point for a new set or a great gift for a sealed product collector.",in_stock,,,https://legendary-collectibles.com/products/pokemon-elite-trainer-box-sealed,https://legendary-collectibles.com/products/pokemon-elite-trainer-box-sealed,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,89.99 USD,,,false,,,Legendary Collectibles,Factory sealed product,Sealed • ETB,,new,,,,,,,,,,,true,,,,,,,5
d919bdc2-c1c8-48de-a24c-7a543d1ece46,Gengar — Near Mint,"The Shadow Pokémon in top-tier condition. This Near Mint Gengar features the spooky, mischievous grin fans love. The card surface is clean and the corners are sharp. A ghost-type staple for any collection.",in_stock,,,https://legendary-collectibles.com/products/pokemon-gengar-near-mint,https://legendary-collectibles.com/products/pokemon-gengar-near-mint,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,25.75 USD,,,false,,,Legendary Collectibles,Collector-quality single,Fan Favorite • NM,,new,,,,,,,,,,,false,,,,,,,1
0425c1bc-df34-4c2c-a6ff-3a293713d141,Infinite Impermanence — Near Mint,"Type: Trap Card
A competitive staple. This Near Mint copy of Infinite Impermanence is essential for modern deck building. Capable of negating monster effects from the hand or field, this card is crisp, unplayed, and tournament-ready.",in_stock,,,https://legendary-collectibles.com/products/yugioh-infinite-impermanence-near-mint,https://legendary-collectibles.com/products/yugioh-infinite-impermanence-near-mint,https://legendary-collectibles.com/images/placeholder-yugioh.jpg,4.95 USD,,,false,,,Legendary Collectibles,Collector-quality single,Staple • Trap,,new,,,,,,,,,,,false,,,,,,,1
be1ab7e0-7fd7-43ae-b245-0181ab266d95,Lightning Bolt — Near Mint,"Type: Instant
Three damage for one Red mana. It’s elegant, efficient, and timeless. This Near Mint Lightning Bolt is free of play wear and ready to burn your opponent's life total or remove a creature. A multi-format all-star.",in_stock,,,https://legendary-collectibles.com/products/mtg-lightning-bolt-near-mint,https://legendary-collectibles.com/products/mtg-lightning-bolt-near-mint,https://legendary-collectibles.com/images/placeholder-mtg.jpg,5.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Staple • Burn,,new,,,,,,,,,,,false,,,,,,,1
5e3a3243-10d1-475e-a3ef-26f5b83a1d7b,Mewtwo — Near Mint,"The Genetic Pokémon returns. This Near Mint Mewtwo is in fantastic shape, showcasing the menacing power of one of the original Legendaries. With sharp corners and a glossy surface, this card is ready for competitive play or display. A staple for any Psychic-type collection.",in_stock,,,https://legendary-collectibles.com/products/pokemon-mewtwo-near-mint,https://legendary-collectibles.com/products/pokemon-mewtwo-near-mint,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,233.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Classic • NM,,new,,,,,,,,,,,false,,,,,,,1
9693e518-abe0-44e1-865d-aec3d9db483c,Monster Reborn — Near Mint,"Type: Spell Card
The most iconic revival spell in the game. This Near Mint Monster Reborn allows you to Special Summon a monster from either player's Graveyard. The card is in excellent condition, perfect for Goat Format or current limited lists.",in_stock,,,https://legendary-collectibles.com/products/yugioh-monster-reborn-near-mint,https://legendary-collectibles.com/products/yugioh-monster-reborn-near-mint,https://legendary-collectibles.com/images/placeholder-yugioh.jpg,8.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Classic • Spell,,new,,,,,,,,,,,false,,,,,,,1
856ddfae-784a-428d-850d-7879ac42d824,MTG Bundle (Sealed),"(Formerly known as a ""Fat Pack""). This factory-sealed Magic: The Gathering Bundle typically contains 8 to 10 Set or Draft Boosters, a foil promo card, 40 basic lands (20 foil, 20 non-foil), a spindown life counter, and a sturdy card storage box. It is the perfect way to experience a new set's mechanics and lore.",in_stock,,,https://legendary-collectibles.com/products/mtg-mtg-bundle-sealed,https://legendary-collectibles.com/products/mtg-mtg-bundle-sealed,https://legendary-collectibles.com/images/placeholder-mtg.jpg,84.99 USD,,,false,,,Legendary Collectibles,Factory sealed product,Sealed • Bundle,,new,,,,,,,,,,,true,,,,,,,1
fb037fff-1d50-4768-9eb2-b3fd3e91a1f6,MTG Draft Booster Pack (Sealed),"Build your deck on the fly. This sealed Draft Booster pack contains 15 Magic: The Gathering cards designed for the Draft or Sealed format. Typically includes 1 Rare or Mythic Rare, 3 Uncommons, 10 Commons, and 1 Land. Perfect for adding to a draft pool or cracking for a quick thrill.",in_stock,,,https://legendary-collectibles.com/products/mtg-mtg-draft-booster-pack-sealed,https://legendary-collectibles.com/products/mtg-mtg-draft-booster-pack-sealed,https://legendary-collectibles.com/images/placeholder-mtg.jpg,3.99 USD,,,false,,,Legendary Collectibles,Factory sealed product,Sealed • Draft Booster,,new,,,,,,,,,,,true,,,,,,,1
035c6183-dad3-4cc2-9270-e82e78242585,Penny Sleeves (100ct),"Protect your collection from the ground up with this pack of 100 Penny Sleeves. Designed as the first line of defense, these acid-free, archival-safe soft sleeves fit standard-sized trading cards (Pokémon, MTG, Yu-Gi-Oh!, etc.). They prevent surface scratches, oil transfer from handling, and dust accumulation. Perfect for bulk storage or for use as an inner sleeve before placing cards into toploaders or binder pages.",in_stock,,,https://legendary-collectibles.com/products/pokemon-penny-sleeves-100ct,https://legendary-collectibles.com/products/pokemon-penny-sleeves-100ct,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,3.90 USD,,,false,,,Legendary Collectibles,Collector accessory,Accessories • Sleeves,,new,,,,,,,,,,,false,,,,,,,25
1623779f-350a-4ef2-a626-d5fc79918c0f,Pikachu — Near Mint,The mascot of the franchise in beautiful condition. This Near Mint Pikachu card features vibrant artwork and clean borders. It has minimal handling wear and is free from creases or bends. Perfect for filling a gap in your Pokédex binder or for use in a lightning-themed deck.,in_stock,,,https://legendary-collectibles.com/products/pokemon-pikachu-near-mint,https://legendary-collectibles.com/products/pokemon-pikachu-near-mint,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,125.00 USD,,,false,,,Legendary Collectibles,Collector-quality single,Iconic • NM,,new,,,,,,,,,,,false,,,,,,,1
e798bd8b-a775-4284-b99a-0ec684d6690a,Pikachu — PSA 9,"Grade: Mint (PSA 9)
Own a piece of Pokémon history with this graded Pikachu. Awarded a Mint 9 by PSA, this card exhibits superb condition with only one very minor flaw (such as a slight off-center print or a microscopic imperfection) preventing a perfect score. It offers the aesthetic appeal of a pristine card at a more accessible price point than a Gem Mint 10, fully protected in a hard plastic slab.",in_stock,,,https://legendary-collectibles.com/products/pokemon-pikachu-psa-9,https://legendary-collectibles.com/products/pokemon-pikachu-psa-9,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,2199.00 USD,,,false,,,Legendary Collectibles,PSA Grade 9.0 collectible,Graded • PSA 9,,new,,,,,,,,,,,false,,,,,,,1
d6f63766-0c03-45e9-b064-6e1d47a711f2,Pokémon Booster Pack (Sealed),"The thrill of the hunt! This is a factory-sealed Pokémon TCG booster pack containing 10 game cards and 1 energy card (plus a code card for TCG Live). Guaranteed untampered and unweighed, giving you a fair shot at pulling Secret Rares, Full Arts, or Alternate Art cards. Note: Specific set artwork may vary.",in_stock,,,https://legendary-collectibles.com/products/pokemon-pok-mon-booster-pack-sealed,https://legendary-collectibles.com/products/pokemon-pok-mon-booster-pack-sealed,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,5.99 USD,,,false,,,Legendary Collectibles,Factory sealed product,Sealed • Booster Pack,,new,,,,,,,,,,,true,,,,,,,5
9531b062-0700-48d0-8d2f-f4ada8eb0a28,Raigeki — Near Mint,"Type: Spell Card
Destroy all monsters your opponent controls. This legendary board-wipe Spell card is in Near Mint condition. A must-have for side decks and main decks alike, this copy is clean and ready for play.",in_stock,,,https://legendary-collectibles.com/products/yugioh-raigeki-near-mint,https://legendary-collectibles.com/products/yugioh-raigeki-near-mint,https://legendary-collectibles.com/images/placeholder-yugioh.jpg,2.42 USD,,,false,,,Legendary Collectibles,Collector-quality single,Classic • Spell,,new,,,,,,,,,,,false,,,,,,,1
bc0f2110-b41a-4875-a224-8c3a66ffaaaa,Rayquaza — Lightly Played,"The Sky High Pokémon. This Rayquaza is in Lightly Played condition. Expect some minor whitening on the back edges or faint surface wear, but no major creases. It’s a great way to acquire a legendary favorite for a binder or deck at a value-conscious price.",in_stock,,,https://legendary-collectibles.com/products/pokemon-rayquaza-lightly-played,https://legendary-collectibles.com/products/pokemon-rayquaza-lightly-played,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,16.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Chase • LP,,new,,,,,,,,,,,false,,,,,,,1
ceb95aa1-5531-482e-88b8-007eaddafa28,Red-Eyes Black Dragon — Lightly Played,"Type: Normal Monster
Joey Wheeler’s ace card. This Red-Eyes Black Dragon is in Lightly Played condition. It shows signs of use such as minor edge wear or slight scuffing, but it retains all its ferocity. A great budget option for a ""Red-Eyes"" archetype deck.",in_stock,,,https://legendary-collectibles.com/products/yugioh-red-eyes-black-dragon-lightly-played,https://legendary-collectibles.com/products/yugioh-red-eyes-black-dragon-lightly-played,https://legendary-collectibles.com/images/placeholder-yugioh.jpg,2.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Classic • Red-Eyes,,new,,,,,,,,,,,false,,,,,,,1
f8307469-cbd6-42fa-aed7-ce6b2b345ac0,Rhystic Study — Near Mint,"Type: Enchantment
""Do you pay the 1?"" This Near Mint Rhystic Study is a massive card advantage engine for Commander players. The card is in excellent condition with no visible wear, ensuring it holds its value in your collection.",in_stock,,,https://legendary-collectibles.com/products/mtg-rhystic-study-near-mint,https://legendary-collectibles.com/products/mtg-rhystic-study-near-mint,https://legendary-collectibles.com/images/placeholder-mtg.jpg,89.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Commander • Chase,,new,,,,,,,,,,,false,,,,,,,1
6226b5da-fa4f-47e3-9d7f-19007b167fa0,Sol Ring — Near Mint,"Type: Artifact
The Commander format's most essential card. This Near Mint Sol Ring provides fast mana ramp and is in beautiful condition. No shuffling wear or clouding. If you are building a Commander deck, this is the first card that goes in.",out_of_stock,,,https://legendary-collectibles.com/products/mtg-sol-ring-near-mint,https://legendary-collectibles.com/products/mtg-sol-ring-near-mint,https://legendary-collectibles.com/images/placeholder-mtg.jpg,2.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Commander • Staple,,new,,,,,,,,,,,false,,,,,,,0
719c1755-5187-4424-87a5-69e0f449449b,Thoughtseize — Near Mint,"Type: Sorcery
Premier hand disruption. This Near Mint Thoughtseize allows you to look at your opponent's hand and discard a non-land card. A staple in Pioneer and Modern formats, this copy is crisp, clean, and tournament-legal.",in_stock,,,https://legendary-collectibles.com/products/mtg-thoughtseize-near-mint,https://legendary-collectibles.com/products/mtg-thoughtseize-near-mint,https://legendary-collectibles.com/images/placeholder-mtg.jpg,6.00 USD,,,false,,,Legendary Collectibles,Collector-quality single,Staple • Disruption,,new,,,,,,,,,,,false,,,,,,,1
5b26b422-fdc7-41cf-b275-ed75d4763dcd,Toploaders (25ct),"Ensure maximum security for your high-value hits with this pack of 25 rigid Toploaders. Made from high-impact, clear PVC, these holders prevent cards from bending, creasing, or suffering corner damage. They are designed to hold standard-sized cards (best used in conjunction with a penny sleeve). Essential for shipping cards, displaying them, or long-term archival storage.",in_stock,,,https://legendary-collectibles.com/products/pokemon-toploaders-25ct,https://legendary-collectibles.com/products/pokemon-toploaders-25ct,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,1.00 USD,,,false,,,Legendary Collectibles,Collector accessory,Accessories • Toploaders,,new,,,,,,,,,,,false,,,,,,,15
f131beee-da36-4063-b5a6-6722ad1e8076,Umbreon — Near Mint,"The Moonlight Pokémon. One of the most sought-after Eeveelutions, this Umbreon is in Near Mint condition. The dark, sleek artwork is free of scratches, and the edges are crisp. A beautiful addition to any collection focusing on Dark-types or Eevee evolutions.",in_stock,,,https://legendary-collectibles.com/products/pokemon-umbreon-near-mint,https://legendary-collectibles.com/products/pokemon-umbreon-near-mint,https://legendary-collectibles.com/images/placeholder-pokemon.jpg,9.99 USD,,,false,,,Legendary Collectibles,Collector-quality single,Eevee-lution • NM,,new,,,,,,,,,,,false,,,,,,,1